Year,Country,Resettled by destination per capita,Child migrants (UNICEF),Child migrants (under-20s),Asylum seekers by origin (per capita),Child migrants per capita (under-20s),Refugees by destination.1,Internal displacement (disasters),Annual internal displacements (Disaster),Asylum seekers by destination,Annual internal displacement from conflict (%),Refugees by destination (per capita),Refugees by origin (per capita),"Child migrants (UNICEF, under-18s)",Refugees by origin,Internal displacement (disaster),Emigrants,Annual internal displacement (conflict),Internal displacement share (conflict),Asylum seekers by origin,International immigrants (% population),International migrants,Internal displacement (conflict),Asylum seekers by destination (per capita),Resettled arrivals by origin (per capita),Annual internal displacement from disaster (%),Child migrants (UNDESA),Child migrants per capita (UNDESA),Net migration,Remittances cost (from),International emigrants (% population),Refugees by destination (per capita).1
1984,Albania,,,,,,,,,,,,0.448,,1301.0,,,,,,,,,,1.784,,,,,,,
1985,Albania,,,,,,,,,,,,0.336,,998.0,,,,,,,,,,1.973,,,,-99.0,,,
1986,Albania,,,,,,,,,,,,0.246,,748.0,,,,,,,,,,1.938,,,,,,,
1987,Albania,,,,,,,,,,,,0.162,,506.0,,,,,,,,,,1.894,,,,,,,
1988,Albania,,,,,,,,,,,,0.173,,553.0,,,,,,,,,,2.212,,,,,,,
1989,Albania,,,,,,,,,,,,0.382,,1243.0,,,,,,,,,,10.424,,,,,,,
1990,Albania,,,15681.0,,4.772,,,,,,0.913,0.636,,2088.0,,180204.0,,,,2.009,66013.0,,,17.389,,10863.0,3.306,-99.0,,5.484,
1991,Albania,,,,,,,,,,,,0.904,,2966.0,,,,,,,,,,19.943,,,,,,,
1992,Albania,,,,,,,,,,,,1.201,,3897.0,,,,,,,,,,20.95,,,,,,,
1993,Albania,,,,,,,,,,,,1.469,,4693.0,,,,,,,,,,20.956,,,,,,,
1994,Albania,,,,,,3729.0,,,,,,1.634,,5142.0,,,,,,,,,,12.382,,,,,,,1.185
1995,Albania,,,23067.0,,7.41,3136.0,,,,,1.516,1.718,,5347.0,,501066.0,,,,2.292,71354.0,,,4.819,,17278.0,5.55,-443212.0,,16.096,1.008
1996,Albania,,,,,,7003.0,,,,,,1.765,,5468.0,,,,,,,,,,1.736,,,,,,,2.26
1997,Albania,,,,,,7189.0,,,,,,1.846,,5721.0,,,,,,,,,,0.723,,,,,,,2.319
1998,Albania,,,,,,6349.0,,,,,,1.903,,5921.0,,,,,,,,,,0.424,,,,,,,2.041
1999,Albania,,,,,,5422.0,,,,,,2.014,,6289.0,,,,,,,,,,0.275,,,,,,,1.736
2000,Albania,,,31311.0,,10.006,5419.0,,,,,0.169,2.354,,7365.0,,824442.0,,,,2.451,76695.0,,,0.249,,24470.0,7.82,-179606.0,,26.346,1.732
2001,Albania,,,,,,957.0,,,,,,2.675,,8371.0,,,,,,,,,,0.249,,,,,,,0.306
2002,Albania,,,,125.533,,180.0,,,47.0,,,2.946,,9208.0,,,,,3924.0,,,,1.523,0.16,,,,,,,0.058
2003,Albania,,,,124.291,,87.0,,,53.0,,,3.333,,10392.0,,,,,3875.0,,,,1.7,,,,,,,,0.028
2004,Albania,,,,113.898,,40.0,,,44.0,,,3.763,,11682.0,,,,,3536.0,,,,1.424,,,,,,,,0.013
2005,Albania,,,31628.0,92.918,10.246,50.0,,,38.0,,0.029,4.081,,12598.0,,966032.0,,,2868.0,2.097,64739.0,,1.238,,,25818.0,8.364,-176774.0,,31.295,0.016
2006,Albania,,,,75.932,,56.0,,,25.0,,,4.415,,13522.0,,,,,2325.0,,,,0.816,,,,,,,,0.018
2007,Albania,,,,65.234,,60.0,,,22.0,,,4.802,,14569.0,,,,,1979.0,,,,0.751,,,,,,,,0.02
2008,Albania,,,,57.775,,65.0,,,20.0,,,4.989,,14980.0,,,,,1734.0,,,,0.679,,,,,,,,0.022
2009,Albania,,,,57.772,,69.0,,,20.0,,,5.003,,14875.0,,,,,1717.0,,,,0.679,,,,,,,,0.023
2010,Albania,,,30062.0,72.353,10.197,72.0,,,22.0,,0.034,4.858,,14321.0,,1117940.0,,,2133.0,1.79,52784.0,,0.767,,,25296.0,8.581,-217358.0,,37.922,0.025
2011,Albania,,,,127.173,,80.0,,,64.0,,,4.555,,13341.0,,,,,3724.0,,,,2.192,,,,,,,,0.028
2012,Albania,,,,220.542,,89.0,,125.0,156.0,,,4.197,,12230.0,,,,,6426.0,,,,5.381,,0.004,,,,,,0.031
2013,Albania,,,,502.371,,95.0,,928.0,318.0,,,3.911,,11357.0,,,,,14587.0,,,,10.979,,0.032,,,,,,0.033
2014,Albania,,,,652.597,,108.0,,1544.0,863.0,,,3.749,,10858.0,,,,,18901.0,,,,29.817,,0.053,,,,,,0.037
2015,Albania,,,27946.0,757.959,9.668,116.0,,2245.0,864.0,,0.323,3.729,,10778.0,,1142844.0,,,21909.0,1.8,52031.0,,29.905,,0.078,22662.0,7.84,-136590.0,,39.538,0.04
2016,Albania,,,,837.333,,123.0,,2176.0,850.0,,,3.97,,11460.0,,,,,24169.0,,,,29.469,,0.075,,,,,,0.043
2017,Albania,,,,865.372,,125.0,,8720.0,755.0,,,4.311,,12434.0,,,,,24958.0,,,,26.184,,0.302,,,,,,0.043
2018,Albania,,,,695.638,,124.0,,,,,,4.668,,13458.0,,,,,20053.0,,,,,,,,,,,,0.043
2019,Albania,,,,654.418,,117.0,1.111,,,,,5.017,,14454.0,32000.0,,,,18853.0,,,,,,,,,,,,0.041
2020,Albania,,24000.0,25682.0,,8.924,,,,,,0.046,,8.34,,,1250451.0,,,,1.696,48810.0,,,,,20913.0,7.267,-69998.0,,43.452,
1955,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,-359943.0,,,
1960,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,-191853.0,,,
1965,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,-282941.0,,,
1970,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,-121335.0,,,
1972,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1973,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1974,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1975,Algeria,,,,,,,,,,,,,,,,,,,,,,,,,,,,-253436.0,,,
1976,Algeria,,,,,,33016.0,,,,,,,,,,,,,,,,,,,,,,,,,1.932
1977,Algeria,,,,,,43316.0,,,,,,,,,,,,,,,,,,,,,,,,,2.464
1978,Algeria,,,,,,49516.0,,,,,,,,,,,,,,,,,,,,,,,,,2.735
1979,Algeria,,,,,,75000.0,,,,,,,,,,,,,,,,,,,,,,,,,4.022
1980,Algeria,,,,,,98000.0,,,,,,,,,,,,,,,,,,,,,,-224833.0,,,5.098
1981,Algeria,,,,,,121000.0,,,,,,,,,,,,,,,,,,,,,,,,,6.104
1982,Algeria,,,,,,144000.0,,,,,,,,,,,,,,,,,,,,,,,,,7.041
1983,Algeria,,,,,,168432.0,,,,,,0.0,,5.0,,,,,,,,,,,,,,,,,7.982
1984,Algeria,,,,,,168476.0,,,,,,0.0,,5.0,,,,,,,,,,,,,,,,,7.741
1985,Algeria,,,,,,168476.0,,,,,,0.0,,5.0,,,,,,,,,,,,,,-81020.0,,,7.511
1986,Algeria,,,,,,169076.0,,,,,,,,,,,,,,,,,,,,,,,,,7.319
1987,Algeria,,,,,,169496.0,,,,,,,,,,,,,,,,,,,,,,,,,7.129
1988,Algeria,,,,,,168486.0,,,,,,0.0,,7.0,,,,,,,,,,,,,,,,,6.893
1989,Algeria,,,,,,168867.0,,,,,,0.001,,17.0,,,,,,,,,,,,,,,,,6.726
1990,Algeria,,,70152.0,,2.723,179330.0,,,,,6.565,0.001,,30.0,,921665.0,,,,1.064,273954.0,,,,,51399.0,1.995,-93302.0,,3.578,6.962
1991,Algeria,,,,,,189143.0,,,,,,0.002,,46.0,,,,,,,,,,,,,,,,,7.164
1992,Algeria,,,,,,199137.0,,,,,,0.155,,4194.0,,,,,,,,,,0.065,,,,,,,7.368
1993,Algeria,,,,,,203813.0,,,,,,0.163,,4494.0,,,,,,,,,,,,,,,,,7.375
1994,Algeria,,,,,,208042.0,,,,,,0.175,,4932.0,,,,,,,,,,,,,,,,,7.374
1995,Algeria,,,64917.0,,2.257,198326.0,,,,,6.693,0.195,,5600.0,,979641.0,,,,0.911,262032.0,,,,,47792.0,1.662,-128679.0,,3.407,6.896
1996,Algeria,,,,,,187558.0,,,,,,0.23,,6727.0,,,,,,,,,,0.053,,,,,,,6.409
1997,Algeria,,,,,,176793.0,,,,,,0.135,,4006.0,,,,,,,,,,0.082,,,,,,,5.944
1998,Algeria,,,,,,172226.0,,,,,,0.176,,5305.0,,,,,,,,,,0.157,,,,,,,5.704
1999,Algeria,,,,,,168056.0,,,,,,0.213,,6536.0,,,,,,,,,,0.175,,,,,,,5.488
2000,Algeria,,,59695.0,,1.923,167755.0,,,,,5.394,0.266,,8271.0,,1037985.0,,,,0.806,250110.0,,,0.169,,44194.0,1.424,-164413.0,,3.344,5.404
2001,Algeria,,,,,,168517.0,,,,,,0.301,,9458.0,,,,,,,,,,0.165,,,,,,,5.358
2002,Algeria,,,,6.708,,169277.0,,,,,,0.319,,10161.0,,,,,2137.0,,,,,0.137,,,,,,,5.314
2003,Algeria,,,,6.041,,154167.0,,,,,,0.34,,10962.0,,,,,1949.0,,,,,0.064,,,,,,,4.778
2004,Algeria,,,,5.219,,139120.0,,,,,,0.335,,10950.0,,,,,1706.0,,,,,,,,,,,,4.255
2005,Algeria,,,45110.0,4.523,1.361,124101.0,,,648.0,,2.848,0.321,,10653.0,,1599647.0,,,1499.0,0.596,197728.0,,1.955,0.039,,33617.0,1.014,-205228.0,,4.826,3.744
2006,Algeria,,,,4.226,,109113.0,,,766.0,,,0.301,,10131.0,,,,,1421.0,,,,2.277,0.036,,,,,,,3.243
2007,Algeria,,,,4.28,,94130.0,,,775.0,,,0.282,,9634.0,,,,,1462.0,,,,2.269,,,,,,,,2.755
2008,Algeria,,,,4.402,,94137.0,,,775.0,,,0.247,,8563.0,,,,,1528.0,,,,2.233,,,,,,,,2.711
2009,Algeria,,,,4.696,,94130.0,,,749.0,,,0.23,,8114.0,,,,,1659.0,,,,2.121,,,,,,,,2.664
2010,Algeria,,,47330.0,5.236,1.316,94129.0,,5500.0,776.0,,2.625,0.198,,7126.0,,1655264.0,,,1883.0,0.604,217268.0,,2.159,,0.015,35549.0,0.988,-357340.0,,4.601,2.616
2011,Algeria,,,,6.646,,94138.0,,568.0,955.0,0.0,,0.165,,6046.0,,,0.0,,2436.0,,,,2.607,,0.002,,,,,,2.568
2012,Algeria,,,,8.438,,94135.0,,966.0,1897.0,0.001,,0.137,,5114.0,,,560.0,,3154.0,,,,5.075,,0.003,,,,,,2.518
2013,Algeria,,,,11.369,,94142.0,,4842.0,3151.0,,,0.117,,4475.0,,,,,4336.0,,,,8.264,,0.013,,,,,,2.468
2014,Algeria,,,,13.706,,94157.0,,5248.0,4130.0,,,0.103,,3996.0,,,,,5335.0,,,,10.613,,0.013,,,,,,2.419
2015,Algeria,,,45172.0,15.427,1.137,94181.0,,5252.0,5057.0,,2.537,0.092,,3669.0,,1836502.0,,,6128.0,0.603,239473.0,,12.729,,0.013,31624.0,0.796,-143268.0,,4.623,2.371
2016,Algeria,,,,16.673,,94220.0,,5825.0,6480.0,,,0.093,,3778.0,,,,,6761.0,,,,15.98,,0.014,,,,,,2.323
2017,Algeria,,,,17.595,,95116.0,,,5852.0,,,0.096,,3980.0,,,,,7282.0,,,,14.139,,,,,,,,2.298
2018,Algeria,,,,17.32,,95811.0,,6845.0,4962.0,,,0.099,,4201.0,,,,,7313.0,,,,11.751,,0.016,,,,,,2.269
2019,Algeria,,,,16.559,,96529.0,,,4278.0,,,0.103,,4454.0,,,,,7129.0,,,,9.938,,,,,,,,2.242
2020,Algeria,,34000.0,39117.0,,0.892,,0.0,,,,2.287,,0.775,,23.0,2022337.0,,,,0.571,250378.0,,,,,25635.0,0.585,-50002.0,,4.612,
1990,American Samoa,,,6409.0,,136.049,,,,,,,,,,,2041.0,,,,45.179,21283.0,,,,,4220.0,89.581,,,4.333,
1995,American Samoa,,,5929.0,,,,,,,,,,,,,2638.0,,,,,23098.0,,,,,3848.0,,,,,
2000,American Samoa,,,5449.0,,95.506,,,,,,,,,,,3186.0,,,,43.664,24912.0,,,,,3477.0,60.942,,,5.584,
2005,American Samoa,,,5006.0,,78.126,,,,,,,,,,,2588.0,,,,37.819,24233.0,,,,,3284.0,51.252,,,4.039,
2010,American Samoa,,,4566.0,,64.221,,,,,,,,,,,2157.0,,,,33.13,23555.0,,,,,3093.0,43.503,,,3.034,
2015,American Samoa,,,3364.0,,43.424,,,,,,,,,,,1961.0,,,,30.352,23513.0,,,,,1984.0,25.611,,,2.531,
2020,American Samoa,,2000.0,2334.0,,,,,,,,,,,,11.0,1832.0,,,,,23608.0,,,,,1143.0,,,,,
1990,Andorra,,,6510.0,,119.432,,,,,,,,,,,3740.0,,,,71.349,38891.0,,,,,4583.0,84.079,,,6.861,
1995,Andorra,,,6605.0,,103.429,,,,,,,,,,,4142.0,,,,69.223,44206.0,,,,,4046.0,63.357,,,6.486,
2000,Andorra,,,3471.0,,53.082,,,,,,,,,,,5575.0,,,,64.455,42147.0,,,,,2089.0,31.947,,,8.526,
2003,Andorra,,,,7.379,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
2004,Andorra,,,,6.557,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
2005,Andorra,,,4169.0,6.339,52.858,,,,,,,0.117,,9.0,,5727.0,,,5.0,63.772,50298.0,,,,,2683.0,34.018,,,7.261,
2006,Andorra,,,,,,,,,,,,0.104,,8.0,,,,,,,,,,,,,,,,,
2007,Andorra,,,,6.047,,,,,,,,0.097,,8.0,,,,,5.0,,,,,,,,,,,,
2008,Andorra,,,,5.962,,,,,,,,0.083,,7.0,,,,,5.0,,,,,,,,,,,,
2009,Andorra,,,,,,,,,,,,0.071,,6.0,,,,,,,,,,,,,,,,,
2010,Andorra,,,3687.0,,43.657,,,,,,,0.062,,5.0,,7909.0,,,,61.635,52053.0,,,,,2416.0,28.607,,,9.365,
2011,Andorra,,,,,,,,,,,,0.062,,5.0,,,,,,,,,,,,,,,,,
2012,Andorra,,,,,,,,,,,,0.063,,5.0,,,,,,,,,,,,,,,,,
2013,Andorra,,,,,,,,,,,,0.064,,5.0,,,,,,,,,,,,,,,,,
2015,Andorra,,,3389.0,6.411,43.453,,,,,,,,,,,8740.0,,,5.0,54.189,42264.0,,,,,2292.0,29.387,,,11.206,
2016,Andorra,,,,6.469,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
2017,Andorra,,,,6.494,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,
2020,Andorra,,3000.0,3371.0,,43.629,,,,,,,,38.827,,,11132.0,,,,58.984,45574.0,,,,,2114.0,27.36,,,14.408,
1955,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,
1960,Angola,,,,,,,,,,,,,,,,,,,,,,,,,,,,-172887.0,,,
1962,Angola,,,,,,,,,,,,30.133,,169000.0,,,,,,,,,,,,,,,,,
1963,Angola,,,,,,,,,,,,32.222,,183000.0,,,,,,,,,,,,,,,,,
1964,Angola,,,,,,,,,,,,37.273,,213760.0,,,,,,,,,,,,,,,,,
1965,Angola,,,,,,,,,,,,43.497,,251000.0,,,,,,,,,,,,,,-296717.0,,,
1966,Angola,,,,,,,,,,,,50.555,,292272.0,,,,,,,,,,,,,,,,,
1967,Angola,,,,,,,,,,,,57.826,,333910.0,,,,,,,,,,,,,,,,,
1968,Angola,,,,,,,,,,,,64.577,,372734.0,,,,,,,,,,,,,,,,,
1969,Angola,,,,,,,,,,,,68.217,,395912.0,,,,,,,,,,,,,,,,,
1970,Angola,,,,,,,,,,,,69.431,,408972.0,,,,,,,,,,,,,,-587286.0,,,
1971,Angola,,,,,,,,,,,,69.193,,418010.0,,,,,,,,,,,,,,,,,
1972,Angola,,,,,,,,,,,,69.748,,435850.0,,,,,,,,,,,,,,,,,
1973,Angola,,,,,,,,,,,,69.782,,453392.0,,,,,,,,,,,,,,,,,
1974,Angola,,,,,,,,,,,,69.405,,469292.0,,,,,,,,,,,,,,,,,
1975,Angola,,,,,,,,,,,,69.897,,490958.0,,,,,,,,,,,,,,199800.0,,,
1976,Angola,,,,,,,,,,,,73.475,,534870.0,,,,,,,,,,,,,,,,,
1977,Angola,,,,,,,,,,,,75.126,,565988.0,,,,,,,,,,,,,,,,,
1978,Angola,,,,,,105510.0,,,,,,71.293,,555428.0,,,,,,,,,,3.478,,,,,,,13.543
1979,Angola,,,,,,121850.0,,,,,,67.882,,547002.0,,,,,,,,,,,,,,,,,15.121
1980,Angola,,,,,,94106.0,,,,,,64.045,,534214.0,,,,,,,,,,,,,,199800.0,,,11.282
1981,Angola,,,,,,85052.0,,,,,,53.772,,464614.0,,,,,,,,,,,,,,,,,9.843
1982,Angola,,,,,,90304.0,,,,,,45.301,,405582.0,,,,,,,,,,2.109,,,,,,,10.086
1983,Angola,,,,,,93608.0,,,,,,40.876,,379254.0,,,,,,,,,,1.013,,,,,,,10.089
1984,Angola,,,,,,93718.0,,,,,,37.331,,358925.0,,,,,,,,,,0.605,,,,,,,9.747
1985,Angola,,,,,,92704.0,,,,,,34.541,,344093.0,,,,,,,,,,0.424,,,,234148.0,,,9.306
1986,Angola,,,,,,91518.0,,,,,,35.463,,365984.0,,,,,,,,,,0.415,,,,,,,8.868
1987,Angola,,,,,,75645.0,,,,,,35.19,,376159.0,,,,,,,,,,0.283,,,,,,,7.077
1988,Angola,,,,,,59653.0,,,,,,35.619,,394232.0,,,,,,,,,,0.264,,,,,,,5.39
1989,Angola,,,,,,43407.0,,,,,,34.874,,399477.0,,,,,,,,,,0.3,,,,,,,3.789
1990,Angola,,,11684.0,,0.986,27366.0,,,,,1.013,32.176,,381230.0,,824886.0,,,,0.283,33517.0,,,0.243,,7345.0,0.62,188491.0,,6.962,2.31
1991,Angola,,,,,,11470.0,,,,,,29.756,,364481.0,,,,,,,,,,0.224,,,,,,,0.936
1992,Angola,,,,,,11027.0,,,,,,26.803,,339256.0,,,,,,,,,,0.196,,,,,,,0.871
1993,Angola,,,,,,10891.0,,,,,,23.483,,307035.0,,,,,,,,,,,,,,,,,0.833
1994,Angola,,,,,,10563.0,,,,,,20.783,,280645.0,,,,,,,,,,0.099,,,,,,,0.782
1995,Angola,,,13033.0,,0.935,10235.0,,,,,0.818,19.654,,274083.0,,688581.0,,,,0.285,39813.0,,,0.066,,8293.0,0.595,142812.0,,4.938,0.734
1996,Angola,,,,,,10181.0,,,,,,18.971,,273203.0,,,,,,,,,,,,,,,,,0.707
1997,Angola,,,,,,10657.0,,,,,,19.324,,287383.0,,,,,,,,,,,,,,,,,0.717
1998,Angola,,,,,,10899.0,,,,,,21.147,,324804.0,,,,,,,,,,0.053,,,,,,,0.71
1999,Angola,,,,,,11472.0,,,,,,23.255,,368990.0,,,,,,,,,,0.11,,,,,,,0.723
2000,Angola,,,14227.0,,0.868,12050.0,,,,,0.767,24.552,,402535.0,,913206.0,,,,0.281,46108.0,,,0.12,,9141.0,0.558,199800.0,,5.57,0.735
2001,Angola,,,,,,12604.0,,,,,,23.874,,404566.0,,,,,,,,,,0.137,,,,,,,0.744
2002,Angola,,,,58.061,,12783.0,,,925.0,,,21.67,,379640.0,,,,,10172.0,,,,5.283,0.155,,,,,,,0.73
2003,Angola,,,,59.274,,13162.0,,,925.0,,,18.544,,336051.0,,,,,10741.0,,,,5.106,0.174,,,,,,,0.726
2004,Angola,,,,48.444,,13330.0,,,1061.0,,,15.099,,283224.0,,,,,9087.0,,,,5.659,0.149,,,,,,,0.711
2005,Angola,,,20785.0,32.883,1.07,13293.0,,,1460.0,,0.765,12.009,,233369.0,,716766.0,,,6390.0,0.321,62331.0,,7.514,0.144,,14157.0,0.728,261100.0,,3.688,0.684
2006,Angola,,,,20.819,,13159.0,,,1896.0,,,10.011,,201729.0,,,,,4195.0,,,,9.41,0.12,,,,,,,0.653
2007,Angola,,,,11.606,,13310.0,,,2557.0,,,8.809,,184162.0,,,,,2426.0,,,,12.235,0.201,,,,,,,0.637
2008,Angola,,,,4.153,,13543.0,,,3227.0,,,7.742,,167970.0,,,,,901.0,,,,14.878,0.172,,,,,,,0.624
2009,Angola,,,,3.288,,14168.0,,,3541.0,,,6.769,,152405.0,,,,,740.0,,,,15.73,0.158,,,,,,,0.629
2010,Angola,,,74649.0,3.486,3.196,16436.0,,,7022.0,,0.83,5.096,,119028.0,,651383.0,,,814.0,1.44,336367.0,,30.065,0.144,,51662.0,2.212,357301.0,,2.789,0.704
2011,Angola,,,,3.946,,18649.0,,80248.0,10392.0,0.0,,3.584,,86808.0,,,0.0,,955.0,,,,42.907,,0.331,,,,,,0.77
2012,Angola,,,,4.621,,18798.0,,64154.0,15586.0,,,2.41,,60500.0,,,,,1160.0,,,,62.079,0.128,0.256,,,,,,0.749
2013,Angola,,,,6.413,,18879.0,,52199.0,20767.0,,,1.38,,35901.0,,,,,1668.0,,,,79.826,0.041,0.201,,,,,,0.726
2014,Angola,,,,9.158,,18746.0,,,26162.0,,,0.44,,11847.0,,,,,2467.0,,,,97.109,,,,,,,,0.696
2015,Angola,,,137123.0,13.626,4.918,22290.0,,9486.0,28124.0,,1.639,0.346,,9655.0,,618288.0,,,3799.0,2.267,632178.0,,100.862,0.038,0.034,101262.0,3.631,166267.0,,2.217,0.799
2016,Angola,,,,18.347,,25507.0,,10437.0,30144.0,,,0.321,,9249.0,,,,,5291.0,,,,104.513,0.023,0.036,,,,,,0.884
2017,Angola,,,,23.834,,27572.0,,11282.0,30139.0,,,0.302,,8990.0,,,,,7106.0,,,,101.083,0.021,0.038,,,,,,0.925
2018,Angola,,,,29.006,,29621.0,,13155.0,30169.0,,,0.268,,8259.0,,,,,8936.0,,,,97.921,,0.043,,,,21.283,,0.961
2019,Angola,,,,33.281,,31698.0,0.003,,30199.0,,,0.26,,8264.0,1100.0,,,,10591.0,,,,94.891,,,,,,,,0.996
2020,Angola,,128000.0,140235.0,,4.267,,0.002,,,,1.704,,3.895,,790.0,668066.0,,,,1.997,656434.0,,,,,110777.0,3.371,32066.0,,2.033,
1990,Anguilla,,,854.0,,101.642,,,,,,,,,,,1832.0,,,,30.588,2570.0,,,,,649.0,77.244,,,21.804,
1995,Anguilla,,,988.0,,,,,,,,,,,,,2166.0,,,,,3317.0,,,,,753.0,,,,,
2000,Anguilla,,,1122.0,,100.556,,,,,,,,,,,2508.0,,,,36.413,4063.0,,,,,857.0,76.806,,,22.477,
2005,Anguilla,,,1235.0,,92.78,,,,,,,,,,,2425.0,,,,35.189,4684.0,,,,,944.0,70.919,,,18.218,
2010,Anguilla,,,1301.0,,84.125,,,,,,,,,,,2273.0,,,,32.997,5103.0,,,,,995.0,64.339,,,14.698,
2015,Anguilla,,,1404.0,,85.313,,,,,,,,,,,2553.0,,,,33.244,5471.0,,,,,1086.0,65.99,,,15.513,
2020,Anguilla,,1000.0,1476.0,,,,,,,,,,,,,2505.0,,,,,5715.0,,,,,1122.0,,,,,
1955,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,-973.0,,,
1960,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1498.0,,,
1965,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1880.0,,,
1970,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1202.0,,,
1975,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7018.0,,,
1980,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4428.0,,,
1985,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3763.0,,,
1988,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990,Antigua and Barbuda,,,3385.0,,54.131,,,,,,,,,,,21382.0,,,,19.236,12029.0,,,,,2555.0,40.858,-2890.0,,34.193,
1991,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1992,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1993,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1995,Antigua and Barbuda,,,4706.0,,68.529,,,,,,,,,,,26965.0,,,,25.556,17550.0,,,,,3537.0,51.506,2231.0,,39.266,
1996,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,Antigua and Barbuda,,,6298.0,,82.861,,,,,,,,,,,32782.0,,,,30.354,23071.0,,,,,4472.0,58.837,2469.0,,43.13,
2001,Antigua and Barbuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,Antigua and Barbuda,,,,22.478,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,
2003,Antigua and Barbuda,,,,22.443,,,,,,,,0.103,,8.0,,,,,17.0,,,,,,,,,,,,
2004,Antigua and Barbuda,,,,22.652,,,,,,,,0.134,,10.0,,,,,18.0,,,,,,,,,,,,
2005,Antigua and Barbuda,,,5462.0,18.413,67.05,,,,,,,0.179,,14.0,,36398.0,,,15.0,30.371,24741.0,,,,,3668.0,45.027,252.0,,44.681,
2006,Antigua and Barbuda,,,,22.729,,,,,,,,0.225,,18.0,,,,,18.0,,,,,,,,,,,,
2007,Antigua and Barbuda,,,,,,,,,,,,0.255,,21.0,,,,,,,,,,,,,,,,,
2008,Antigua and Barbuda,,,,26.466,,,,,,,,0.286,,24.0,,,,,22.0,,,,,,,,,,,,
2009,Antigua and Barbuda,,,,31.818,,,,,,,,0.314,,27.0,,,,,27.0,,,,,,,,,,,,
2010,Antigua and Barbuda,,,5326.0,37.487,60.502,,,,,,,0.357,,31.0,,41347.0,,,33.0,30.003,26412.0,,,,,3401.0,38.635,1887.0,,46.969,
2011,Antigua and Barbuda,,,,37.647,,,,,,,,0.408,,36.0,,,,,33.0,,,,,,,,,,,,
2012,Antigua and Barbuda,,,,31.413,,,,,,,,0.46,,41.0,,,,,28.0,,,,,,,,,,,,
2013,Antigua and Barbuda,,,,26.664,,,,,,,,0.516,,47.0,,,,,24.0,,,,,,,,,,,,
2014,Antigua and Barbuda,,,,25.929,,,,,,,,0.618,,57.0,,,,,24.0,,,,,,,,,,,,
2015,Antigua and Barbuda,,,4054.0,31.634,43.325,,,,,,0.16,0.727,,68.0,,52189.0,,,29.0,30.011,28082.0,,,,,2321.0,24.805,943.0,,55.775,
2016,Antigua and Barbuda,,,,35.336,,,,,,,,0.84,,79.0,,,,,33.0,,,,,,,,,,,,
2017,Antigua and Barbuda,,,,45.69,,,,,,,,0.966,,92.0,,,,,43.0,,,,,,,,,,,,
2018,Antigua and Barbuda,,,,53.385,,,,,,,,1.066,,102.0,,,,,51.0,,,,,,,,,,,,
2019,Antigua and Barbuda,,,,57.87,,,,,,,,1.11,,107.0,,,,,56.0,,,,,,,,,,,,
2020,Antigua and Barbuda,,2000.0,3020.0,,30.839,,,,,,,,20.423,,,66561.0,,,,30.008,29386.0,,,,,1572.0,16.053,0.0,,67.969,
2007,Arab World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2008,Arab World,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
